,course,institution,url,admission req,language req,deadline
23,Data Science,Technische Universität Braunschweig,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7660/,"To enter the consecutive Master’s degree programme in Data Science, applicants must:

	hold an equivalent qualification in the prior degree programme in Data Science, Computer Science, Mathematics or a closely related degree programme
	

and

	demonstrate particular specialised qualification.
	

Knowledge and expertise have to be proven in the following study areas:
either
basic knowledge, that has been acquired within the scope of the first study programme by successfully participating in equivalent study modules (courses such as lectures, exercise courses, practical courses), having achieved at least 15 credit points in basic Mathematics and at least 60 credit points in basic Computer Science, and knowledge in the following central subjects of Computer Science:
Programming skills
	Software Engineering
	Data bases
	as well as at least two topics from the areas IT Security, Distributed Systems and Computer networks

or
basic knowledge, that has been acquired within the scope of the first study programme by successfully participating in equivalent study modules (courses such as lectures, exercise courses, practical courses), having achieved at least 75 credit points in basic Mathematics, of which up to 15 credit points may have been achieved in Computer Science, and knowledge in the following central subjects:
Linear Algebra
	Analysis, also multivariate
	Programming skills.

Proofs have to be furnished by way of a written presentation on at most one DIN A4-page (typeface Arial, type size 10) with attached documents/copies.
Selection interview:
The selection interview is meant to show whether an applicant is qualified for the Master’s degree programme chosen.
Please refer to the Admission Regulations for more detailed information: https://www.tu-braunschweig.de/en/data-science/documents","Applicants whose native language is not English must have a sufficient knowledge of English. The proficiency in English must be demonstrated by minimum performance in one of the following internationally recognised tests or equivalent tests as specified below:
Minimum result
Test of English as a Foreign Language (TOEFL), internet-based Test/IBT www.ets.org: 95 credit points
	Cambridge English: Advanced (CAE) www.cambridgeenglish.org: Grade B or higher
	Cambridge English: Proficiency (CPE) www.cambridgeenglish.org: Grade C or higher
	International English Language Testing System (IELTS) www.ielts.org: Band 6.5 or higher
	English Language Proficiency Report of the language centre of TU Braunschweig: At least two skills on level B2 and two skills on level C1 of the English Language Proficiency Report from the language centre

The successful graduation of one of these tests must not date back more than three years to the date of application for admission to the Master’s degree programme.","Winter semester:
15 March (for non-EU applicants)
15 July (for EU applicants and applicants not subject to visa requirements)
Summer semester:
15 September (for non-EU applicants)
15 January (for EU applicants and applicants not subject to visa requirements)"
24,Data Science,Kiel University of Applied Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8285/,"Access to the Data Science Master’s degree programme is granted to those who have completed a Bachelor’s degree programme with a grade of at least 2.5. Applicants must also prove that they have earned 30 cumulative credit points (ECTS) in the subjects of Mathematics/Statistics and Computer Science. At least 10 credit points (according to ECTS) in the subject area of Mathematics/Statistics and at least 10 credit points (according to ECTS) in the subject area of Computer Science must be proven.
	If the previous course of study comprised less than 210 credit points but at least 180 credit points, the missing skills must be made up. As a rule, a total of 300 credit points should have been earned. At the beginning of the course of study, the examination board will inform applicants of the skills that need to be made up and the latest possible time for their proof of achievement.
	English language skills (details see below)

Applicants with a Bachelor’s degree from outside of the Bologna Area (member of the European Higher Education Area) also require proof of the following qualification:
a GRE with a minimum score of 55% in the Quantitative Reasoning part of the test
",Evidence of English language skills that correspond to at least level B2 of the Common European Framework of Reference for Languages is required. Examples of accepted evidence can be found in Section 7 of the Examination Regulations for the Master’s degree in Data Science.,https://www.fh-kiel.de/en/degree-courses/information-for-prospective-students/courses-and-application/
25,Data Science: Master's Degree in Data & Knowledge Engineering (MDKE),Otto von Guericke University Magdeburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4429/,"The admission requirements are listed on the webpage:http://www.ovgu.de/en/Study/Study+Programmes/Master/Data+and+Knowledge+Engineering.html
General admission requirements and the application procedure can be found here: international applicants.",Applicants must provide proof of their language skills for either German or English: the level is C1 (CEFR).,"Winter semester: 15 May (international applicants)
Summer semester: 15 November (international applicants)"
26,"Design and Interaction, MA",Rhine-Waal University of Applied Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4489/,"Admission to the degree programme is subject to an application process.
The formal entry requirements for the Design and Interaction, MA programme are as follows:
Applicants are required to submit proof of a completed, relevant undergraduate degree (BSc, BA or equivalent) consisting of at least 210 points according to the European Credit Transfer System (ECTS), or at least seven semesters of full-time study. Sufficient expertise in design and/or computer science must be demonstrated. Applicants with less than 210 ECTS points or seven semesters of full-time study, but at least 180 points and six semesters of full-time study from an undergraduate programme must provide proof of additional academic training or may – on agreement – make up the missing credit points by passing suitable examinations in modules of other degree programmes during their Master's studies.
	If an undergraduate degree has not yet been issued, then a preliminary graduation certificate, a current transcript of records or similar official documents must be submitted instead.
	An IELTS or TOEFL language certificate that demonstrates English language proficiency equivalent to at least level B2 of the Common European Framework of Reference for Languages (CEFR)
	Passing an aptitude test regarding artistic/creative capability

Please find more information on our website: https://www.hochschule-rhein-waal.de/en/academics/prospective-students/current-application-period/masters-programmes","Please note that for this degree programme, English language skills at level B2 according to the Common European Framework of Reference are required. Please be aware that all applicants' test report form numbers will be checked. We will accept the following certificates:
IELTS: level CEFR B2 or better
	TOEFL: level CEFR B2 or better

The TOEFL code of our university: 6962",All applicants: 15 January for the following summer semester
27,Digital Engineering,Bauhaus-Universität Weimar,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8265/,"The requirements for admission to the Digital Engineering programme are a Bachelor of Science degree in Civil Engineering, Mechanical Engineering, or Applied Computer Science (e.g. Computer Science and Media, Geoinformatics, Environmental Informatics) or a qualification recognised as academically relevant by the responsible examination committee. Applicants must also submit a one-page motivation letter in English.
Proof of English language skills level B2
Application FAQ: https://www.uni-weimar.de/en/civil-engineering/studies/master-degree-programmes/digital-engineering/application-procedure/","Applicants must provide proof of English at level B2 (Common European Framework of Reference for Languages – CEFR).
This proof can be delivered by a successfully completed English-language Bachelor's degree or one the following tests no older than two years:
IELTS: minimum 6.5 points (each component at least 6.0)
	TOEFL: minimum 85 points (Internet-based), 564 points (paper-based), minimum 224 points (computer-based)
	English for Speakers of other languages (ESOL) (Cambridge University) First Certificate in English (FCE)

Comparable certificates are subject to case-by-case review.
In order to register for the Master's thesis, students must provide proof of English at level C1 (CEFR) and German at level A1. As part of our study programme, we offer advanced English classes up to level C1, which count towards the degree. The university offers German language courses as well.","Applicants who graduated outside of Europe: 15 July for the following winter semester or 15 January for the following summer semester
Applicants who graduated in Europe and do not need a visa: 30 September for the following winter semester or 31 March for the following summer semester
Please note: Current information on application modalities and deadlines can be found at our website."
28,Digital Engineering (DigiEng),Otto von Guericke University Magdeburg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4427/,"General admission requirements and information regarding the application procedure for international students can be found at: www.ovgu.de/unimagdeburg/en/Study/Full_Time+Studies.html
Degree-specific admission requirements and deadlines can be found at: www.ovgu.de/unimagdeburg/en/Study/Study+Programmes/Master/Digital+Engineering.html
See also: http://www.digi-eng.ovgu.de/en/",Applicants must provide proof of their German or English skills: level C1 (according to the Common European Framework of Reference for Languages) or native speaker.,"Winter semester: 15 May (international applicants)
Summer semester: 15 November (international applicants)"
29,Digital Sciences (Master of Science),TH Köln (University of Applied Sciences),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8353/,"For admission to the Digital Sciences Master's programme, applicants are required to have successfully completed studies in the field of Computer Science (Bachelor's or comparable degree) or a similar programme. The following criteria are expected with regard to the completed programme:
A student workload of at least 80 ECTS has been passed in the area of Computer Science or Information and Data Science.
	A final grade of ""good"" or ""better"" has been achieved. 
	A further specialisation-specific condition of earned ECTS regarding the focus areas is described here: https://digital-sciences.de/en

All three conditions have to be fulfilled for admission. Professional experience does not count towards eligibility.
Please find deadlines and further details here: Digital Sciences (Master’s programme) – How to Apply.","Applicants to Digital Sciences must provide proof of their English language skills.
Certified proficiency in English: TOEFL paper-based (550 points), TOEFL computer-based (213 points), TOEFL Internet-based (80 points), IELTS (band 6.0), Cambridge Certificate in Advanced English (level C1), or equivalent certificate
Alternatively: preceding school education taught entirely in English (at least one year) or preceding German school education with at least six school years with English as a subject
A German language level of C1 is only required for the IT Management specialisation.","Please check the ""How to Apply"" section of the individual TH Köln programme websites for current application deadlines.
See: http://www.th-koeln.de/programs"
30,E-Government (MSc),University of Koblenz-Landau,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6924/,"Bachelor’s degree in information systems, computer science or information management or an equivalent degree with the final grade ""good"" (at least 2.5) or better","English language skills at level B2, demonstrated by one of the following at minimum:
a TOEFL result of 550 (paper-based) / 213 (computer-based) / 79-80 (Internet-based)
	IELTS 6.5 points

For daily life, we recommend that students learn some basic German.","EU applicants:
	15 January for the summer semester
	15 July for the winter semester
	Non-EU applicants:
	15 December for the summer semester
	15 June for the winter semester

Due to the long visa application process, we strongly advise non-EU students to apply for the summer semester by 15 November and for the winter semester by 15 May."
31,Electrical and Computer Engineering (M Eng),Anhalt University of Applied Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8357/,"Minimum requirements are: 
A completed university degree in a Bachelor’s programme in electrical and computer engineering, biomedical engineering, media technology, or a comparable degree programme
	English at level B2 (details see below)

Aptitude test procedure:
1. final grade of first academic degree:
Overall grades up to 2.7 (German grading scale) go into the selection process
	Overall grades lower than 2.7 (German grading scale) cannot be admitted

2. other criteria:
letter of motivation/justification for desired degree programme
	proof of relevant professional experience of at least one year 
	CV
	in some cases, an aptitude interview
","Applicants who did not earn their Bachelor's degree at an English-speaking university must demonstrate proficiency in English at level B2 of the Common European Framework of Reference (TOEFL minimum 90 points (iBT), IELTS min. 6.5).","15 January for the following summer semester
15 July for the following winter semester"
32,Electrical Communication Engineering (MSc),University of Kassel,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3759/,"BSc in Electrical Engineering or equivalent with excellent overall mark.
Only in cases where the application via uni-assist becomes unavailable, please follow the application instructions at: http://www.ece.uni-kassel.de.",Applicants must provide proof of their English skills: B2 according to the Common European Framework of Reference for Languages OR undergraduate study completely in English.,"For winter semester:
Ap­p­­li­­ca­­ti­on deadline with a de­gree ear­­ned in Ger­­ma­­ny: 1 September
	Ap­p­­­li­­­ca­­­ti­on with a de­gree ear­­­ned outs­i­­de Ger­­­ma­­­ny: 15 July

For summer semester:
Ap­p­­li­­ca­­ti­on deadline with a de­gree ear­­ned in Ger­­ma­­ny: 1 March
	Ap­p­­­li­­­ca­­­ti­on with a de­gree ear­­­ned outs­i­­de Ger­­­ma­­­ny: 15 January
"
33,Electrical Engineering (EE),University of Rostock,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4594/,"All applicants should meet the following criteria:
First academic degree (at least 180 credit points) in Electrical Engineering or a related scientific field of study
	A final grade in the Bachelor's degree that corresponds to a cumulative grade point average (CGPA) of 85% or higher (e.g. your final Bachelor's grade should be better than 3.5 from 4 or 8.5 from 10...)
	At least 24 credit points in mathematics and at least six credit points in theoretical electrical engineering
",TOEFL score of at least 71% of the total score (iBT - Internet-based test) or an equivalent like an IELTS 6.5 score. The results may not be older than two years. Native speakers are exempt.,Please check the application periods online at https://www.uni-rostock.de/en/study/international-students/degree-students/application-for-non-german-prospective-students-via-uni-assist/
34,Embedded Computing Systems (ESY),Technische Universität Kaiserslautern,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3590/,"Bachelor's degree in Electrical Engineering or an equivalent foreign degree in a related field
	TOEFL or IELTS English certificate (GRE is recommended)
	CGPA (cumulative grade point average): The Bachelor's grade shall be not lower than 1.7 in the German grading system (in general, this relates to ""B"" in the ECTS grading system) or equivalent.
","A good knowledge of English is required for the admission to this programme of study. You need to prove your English language skills for this Master's programme with minimum scores of:
TOEFL Test:
550 points (on the paper-based test)
	213 points (on the computer-based test)
	79/80 points (on the Internet-based test)

and/or
IELTS: 6.0 points","Summer semester: 31 October
	Winter semester: 30 April
"
35,Embedded Systems Design,University of Applied Sciences Bremerhaven,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4399/,"Bachelor's degree (or equivalent academic degree) in a technical subject with knowledge in
Electrical engineering
	Mathematics/physics
	Basics of mechanics
	Control engineering
	Digital systems
	Programming/software

The final grade for the Bachelor's degree must be ""good"" (German grade 2.3, CGPA of 2.7 out of 4.0 or equivalent). For applicants with a professional background of two years or more after their Bachelor's degree, the required grade increases to 2.6.
A transcript of records must be submitted with the application to verify that the admission requirements are satisfied.","Applicants must provide proof of their English and basic German language skills.
English: level B2 according to CEFR (Common European Framework of Reference)
TOEFL iBT 72 (Internet-based),
IELTS (band score) 6.0
or a preceding Bachelor's study programme taught in English
German: level A1 according to CEFR (the lowest level)","Applicants with a non-European Bachelor's degree are required to apply online via uni-assist:
www.uni-assist.de/masters-degree-programme.html

Summer semester: 31 December
Applicants with a European Bachelor's degree can find the complete application procedure here: 
Application procedure: for applicants with EU university entrance qualification

Summer semester: 15 February"
36,Expanded Media,Darmstadt University of Applied Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4677/,"The requirement for the Master's degree programme is a qualified undergraduate or graduate degree in the field of digital media. However, candidates from related fields (e.g. media design, media computer science, media management, media studies) have a chance provided they have practical experience in media production.
The grade point average should not be lower than 3.0. From a grade point average of 2.0, the applicants are also tested for their suitability.
The following documents are required to be submitted:
Final certificate of previous studies (alternative interim certificate), a diploma if the diploma was received from another university
	Detailed curriculum vitae
	Letter of motivation (personal statement), which establishes a personal interest in this Master's degree programme
	Portfolio with three to five work samples (links are preferred, or USB sticks)
	Exposé of your personal interest and development field
	If available, proof of practical experience (work certificates, letters of recommendation)
","English language certificate at level B2 or equivalent (Native speakers from the United States and Great Britain are exempted.)
German is helpful for better social integration. There are optional German courses for international students.","German applications: 1 August for the winter semester / 1 February for the summer semester
International applications: 1 June for the winter semester / 1 December for the summer semester"
37,Geoinformatics and Spatial Data Science (MSc),University of Münster,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3877/,BSc in geoinformatics or equivalent,English (TOEFL 550 paper-based or equivalent),"Non-EU applicants: 30 November; EU applicants: from early December to 15 January for the following summer semester
Non-EU applicants: 31 May; EU applicants: from early June to 15 July for the following winter semester"
38,Geomatics,Neubrandenburg University of Applied Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4750/,"Bachelor's degree (or equivalent) – 210 credit points – in Surveying, Geodesy, Geoinformatics, Geography, Remote Sensing or Property Cadastre","Applicants must provide proof of their language skills:
English B2 level: TOEFL, TOEFL iBT 72-94, IELTS 5.5-6.0, Cambridge Certificate B2 First or equivalent. 
Applicants from countries with English as the official and educational language do not need to present a language certificate. If the Bachelor's degree was studied entirely in English, a confirmation from the university is sufficient to prove your English skills.
Proficiency in the German language is recommended, but not required.",30 June
39,Global Software Development (MSc),Fulda University of Applied Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3686/,"University degree equivalent to at least a Bachelor's degree (180 or 210 ECTS) in computer sciences or related disciplines and good grades (equivalent to German grade 2.5 or better)
	If you have a Bachelor's degree with 180 ECTS, you have to earn an additional 30 ECTS during your studies.
	English language skills

For further information regarding the selection process online, see: https://www.hs-fulda.de/mscgsd_en/.","Excellent English proficiency - TOEFL 550 (paper-based), 213 (computer-based), 85 (Internet-based), or an IELTS test with a score of band 6.5 and higher","German/EU-/EEA-nationals (regardless of first university certificate's country of issue): 
	30 September for winter semester,
	31 March for summer semester
	Other nationalities with a German university certificate:
	30 September for winter semester,
	31 March for summer semester
	Other nationalities with a foreign university certificate:
	31 May for winter semester,
	1 November for summer semester
"
40,High Integrity Systems (HIS),Frankfurt University of Applied Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3903/,Bachelor's degree in computer science according to European standards or equivalent,"Proof of sufficient command of English (e.g., IELTS 6, TOEFL iBT 79 or equivalent)
Graduates of English-taught programmes are exempt.","15 October for summer semester, 15 April for winter semester"
41,Human Computer Interaction (HCI),University of Siegen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4686/,"To apply for the HCI Master's programme, you need to have an appropriate first degree (BA or BSc) covering at least six semesters of study in Business Information Systems, Computer Science, Business Administration, Design, Psychology or Sociology or a comparable programme.
If you have completed a different study programme, you must be able to provide proof of prior knowledge in these areas. This knowledge has to be proved by academic test results (transcript of records) with at least 60 ECTS credit points from the above-mentioned subject areas.
Furthermore, you must have completed your undergraduate studies with a cumulative grade point average of minimum 2.5 or higher using the German GPA scale (please refer to https://hci-siegen.de/applying/). To convert your national grade into a grade compatible with the German grading system, please use the Bavarian Formula. Please note that 1 equals the highest grade and 4 equals the lowest grade in the German grading system.","The following certificates are recognised for applicants who have not acquired their study qualification at an exclusively English-speaking institution (i.e. not an English-speaking degree programme) or learned English as their mother tongue:
TOEFL (Test of English as a foreign language) iBT (Internet-based test) with a score of at least 94 points
	IELTS test with a score of at least 6.5
	Cambridge B2 First, Grade B (173+ points)
	PTE Academic with a minimum score of 58 points
	A certificate attesting that English language skills are at level B2 of the ""Common European Framework of Reference for Languages"" (CEFR)

For more information, see https://hci-siegen.de/applying/","Application start: 1 May, deadline: 15 July for winter semester
Application start: 1 November, deadline: 15 January for summer semester"
42,Human-Computer Interaction (HCI),Bauhaus-Universität Weimar,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4660/,"The prerequisite for admission to the Master's degree programme is a Bachelor of Science degree in computer science, media informatics, media technology, or related fields with a strong component of computer science.
English skills at level B2 (CEFR)
FAQ on the application: https://www.uni-weimar.de/de/medien/studium/medieninformatik-computer-science-for-digital-media-hci/faq-application-hci/","Applicants must provide proof of English at level B2 (Common European Framework of Reference for Languages - CEFR). Equivalent tests: IELTS (minimum 6.5 points) or TOEFL (Internet-based) minimum 85 points.
In order to register for the Master's thesis, students must provide proof of English at level C1 (CEFR) and German A1. As part of our study programme, we offer advanced English classes up to level C1, which count towards the degree. The university offers German language courses.","Applicants who graduated outside the European Union:
15 July for the following winter semester
15 January for the following summer semester
Applicants who graduated within the EU:
30 September for the following winter semester
31 March for the following summer semester"
43,Informatics (Computer Science) (MSc),Technical University Munich,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3607/,"Bachelor of Science in Informatics / Computer Science
	Applicants must provide a letter of motivation and a scientific essay
	Applicants may be invited for a selection interview by telephone
	GRE or Gate Test for applicants with a degree from Bangladesh, China, India, Iran and Pakistan
	Preliminary documentation from uni-assist for applicants who obtained their Bachelor's in a country outside EU/EEA

For further information, see: http://www.in.tum.de/en/for-prospective-students/apply-for-admission/masters-programs/","All applicants must submit a proof of sufficient English language skills. The accepted English proofs can be found here:https://www.tum.de/nc/en/studies/application-and-acceptance/university-admission/language-certificates/
Proof of German language skills is not mandatory for the application.","Winter semester: 31 May
Summer semester: 30 November"
44,Informatics: Games Engineering (MSc),Technical University Munich,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4517/,"Bachelor of Science in Informatics: Games Engineering or equivalent; basic knowledge in Games Engineering is required.
	Applicants must provide a letter of motivation and a scientific essay
	Applicants may be invited for a selection interview by telephone
	GRE or Gate Test for applicants with a degree from Bangladesh, China, India, Iran, and Pakistan
	Preliminary documentation from uni-assist for applicants who obtained their Bachelor's in a country outside EU/EEA

Further information: http://www.in.tum.de/en/for-prospective-students/apply-for-admission/masters-programs/","All applicants must submit proof of sufficient English language skills. The accepted forms of proof can be found here:https://www.tum.de/nc/en/studies/application-and-acceptance/university-admission/language-certificates/
A German proof is not mandatory for the application.","Winter semester: 31 May
Summer semester: 30 November"
45,Information and Communication Technology MSc,FAU Erlangen-Nürnberg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6146/,"Engineering mathematics: linear algebra, complex analysis, linear differential equations, Fourier transform, Laplace transform, z-transform
	Signals and Systems (textbook, e.g., Oppenheim/Willsky, Signals and Systems)
	Communications (textbook, e.g., Haykin, Communication Systems)
	Stochastic Processes (textbook, e.g., Pillai/Papoulis: Probability, Random Variables, and Stochastic Processes)
	Digital Signal Processing: A.V. Oppenheim and R. Schafer, Discrete-Time Signal Processing, 3rd edition, Prentice Hall, 2013
	Software: MATLAB
	Knowledge in fundamentals of algorithms and data structures
	Knowledge in digital circuit design
	Basic knowledge in programming languages, e.g., C.C++, Java
","TOEFL (80 iBT, 210 CBT, 547 PBT) or IELTS (5.5) or Medium of Instruction Certificate
German language skills are not required.","Winter semester: 15 July
Summer semester: 15 January"
46,Information Engineering,Kiel University of Applied Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5222/,"Academic admission requirements include a relevant three- or four-year degree from a recognised university (e.g. Bachelor's degree in information technology, computer science, business informatics, or equivalent qualification in a relevant subject) with a minimum grade of 2.5 (according to the German grading system, strictly applied, exceptions are not possible).
Only for applicants with a degree from a university outside the European Higher Education Area:
GRE Certificate with minimum 64% percentile in quantitative reasoning test, DI Code 2269 (Kiel University of Applied Sciences institution code) must be forwarded directly to uni-assist!
Students from China:
Students from the PR of China have to provide a certificate from the APS in Beijing.
Required Language Proficiency
Students have to be proficient in English. (See details below.)
The GRE test certificate and the language certificates have to be forwarded directly to uni-assist. (See address below.)
In case of IELTS, uni-assist can verify the test results directly (online). For this purpose, the TRF (Test Report Form) number should be noted on the application form.","Students have to be proficient in English.
Minimum level required: B2 (according to the Common European Framework of Reference for Languages – CEFR)
The following certificates are accepted as proof of language skills (minimum scores):
TOEFL (Internet-based): 70
	TOEFL (computer-based): 185
	TOEFL (paper-based): 515
	IELTS: 5.5
	BULATS: 60
	Equivalent Cambridge-ESOL qualification
",https://www.fh-kiel.de/en/degree-courses/information-for-prospective-students/courses-and-application/
47,"Information Engineering and Computer Science, MSc",Rhine-Waal University of Applied Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4490/,"Admission to our Master's degree programme is subject to an application process.
The formal entry requirements for the Information Engineering and Computer Science MSc programme include the following:
proof of a completed undergraduate degree (BSc, BA, German ""Diplom"" or equivalent), which included subjects in the fields of practical computer science and computer engineering as well as fundamentals in mathematics, natural sciences, and engineering
	an overall mark of at least 2.0 in your undergraduate degree
	proof of relevant TestAS Certificate (minimum 100 points) or alternatively Graduate Aptitude Test (GATE) or Graduate Record Examination (GRE; Q = 160, V = 145, A = 4.5)
	a sufficient level of English language proficiency (see below)

Please find more information on our website: https://www.hochschule-rhein-waal.de/en/academics/prospective-students/current-application-period/masters-programmes.","Please note that for this degree programme, English language skills at level B2 according to the Common European Framework of Reference are required. Please be aware that all applicants' test report form numbers will be checked. The following certificates are accepted:
IELTS: level CEFR B2 or better
	TOEFL: level CEFR B2 or better

This degree programme has restricted admission. Please find more information on our website: https://www.hochschule-rhein-waal.de/en/academics/prospective-students/current-application-period/bachelors-programmes.","All applicants: 15 July for the following winter semester
All applicants: 15 January for the following summer semester"
48,Information Technology,OWL University of Applied Sciences and Arts,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3632/,"See ""Entry requirements"" at https://www.th-owl.de/en/eecs/study/course-offerings/study-courses/detail/information-technology/","See ""Entry requirements"" at https://www.th-owl.de/en/eecs/study/course-offerings/study-courses/detail/information-technology/","Written applications of non-EU citizens are formally due on 1 June for the winter semester and on 1 December for the summer semester. Please apply via uni-assist: http://www.uni-assist.de/applying.html.
Please note: Due to the current Covid-19 situation, we understand that some countries have applied a ""shelter in place"" stay-at-home law that does not allow applicants to mail their certified copies to uni-assist. If this applies to you, please upload these documents directly to your uni-assist profile, and your application will be reviewed based on your profile. If you are selected for admission, you will then be requested to submit your official copies to OWL University of Applied Sciences and Arts for final review.
Written applications of EU citizens are formally due on 31 August for the winter semester and on 28 February for the summer semester. Please send your application directly to the university's matriculation office."
49,Interactive Media Systems,Augsburg University of Applied Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6968/,"Assessment test
Firstly, submit your application online and then send the following documents to the Student Office by post:
Application form
	Tabular CV
	Certified copy of your degree certificate from your first degree (210 CP, where applicable 180 CP)
	Informal memorandum of understanding (approx. 2,000 characters) with clarification of your reasons for choosing this programme and your preferred specialisation subject

You will only be permitted to sit the assessment test if your application is formally complete and has been submitted on time. Decisions regarding admission are made by the relevant Examination Board.
The assessment test usually takes place in January for admission to the summer semester and in July for admission to the winter semester.
Please bring work samples with you to the assessment test as these will be evaluated as part of a one-to-one oral examination. During the assessment test, you will also work on an examination task whose content is based on your chosen specialisation subject.
You will receive the results of the assessment test in writing within around two weeks.","It is possible to study the MA course Interactive Media Systems in English or German. To see details about which subjects are offered in English please refer to ""structure"".
To successfully complete the study programme Master IMS, a language level of B2 (English or German) is necessary.
A confirmed German Language Level of A2 is compulsory after one year of study at the latest.","15 June (degree programme starts in October)
15 December (degree programme starts in March)"
50,International Automotive Engineering (MEng),Technische Hochschule Ingolstadt,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6092/,"Bachelor's degree (or equivalent) in an engineering discipline or in computer science
Applications are evaluated in an internal selection procedure. We evaluate how well an applicant fits to the programme. The procedure is carried out using documents provided by the applicant. There is no interview. Experience in specific subjects (e.g., control engineering) can be gained by way of professional jobs, suitable internships, a Bachelor's thesis, and other project work:
knowledge in the fields of vehicle technology, control engineering, signal processing, sensor/actuators technology, simulation of mechatronic systems, electronics, power electronics, microcomputer technology, programming
	practical experience (comparable to an internship semester) in the field of design or testing of mechatronic systems for vehicles
	project work with thematic reference to vehicles, which requires knowledge of the areas of construction or design of mechatronic vehicle components, control technology, electronics, power electronics, modelling & simulation, control devices and their programming
	final thesis of Bachelor's degree with thematic reference to vehicles, which was prepared independently and according to engineering-scientific principles
",Applicants must provide proof of their English skills at level B2.,"Applicants with a Bachelor's degree from outside of Germany must first apply via uni-assist by 15 June for the following winter semester and by 1 December for the following summer semester at the latest.
	If you acquired your Bachelor's degree outside of Germany, uni-assist has to verify your eligibility to study in Germany and to convert your grades to the German grade system. You will have to submit all required documents to uni-assist online. The process takes four to six weeks.
	PRIMUSS - THI application portal: from 2 May until 15 July for the following winter semester and from 15 November until 15 January for the following summer semester
	You will have to apply online at the PRIMUSS university application portal. In case of admission, you will have to send all required documents by post later on.

Please note that due to the coronavirus situation, application deadlines might change. Please check the THI website to get up-to-date information regarding the application periods."
