,course,institution,url,admission req,language req,deadline
33,Master of Automotive Production Engineering (MAPE),Technische Hochschule Ingolstadt,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4403/,"Bachelor's degree in production engineering, mechanical engineering, industrial engineering, planning or technology, mechatronics, automation technology or equivalent with at least 210 ECTS credits or equivalent degree requirements (a minimum of seven semester at a German university with a workload of 25-30 hours per ECTS).<br>
Also specific experiences in production related topics are required and checked in an aptitude test on the basis of documents provided by the applicant (NO interview). Production experiences can be collected within suitable internships, professional jobs, a Bachelor's thesis, and other project work.<br>
Applicants with a Bachelor's degree from a country other than Germany will have to send their documents to uni-assist for preliminary inspection documentation prior to their application at THI. Please allow several weeks for this process.","Applicants must provide proof of their English skills before registration: TOEFL 530 (paper-based) or 197 (computer-based) or 71 (Internet-based) or IELTS 6.0 or equivalent. Additionally, a proof of German language level A1 is required after the first semester.","Please note that due to the coronavirus situation, application deadlines might change. Please check the THI website to get up-to-date information regarding the application periods."
34,Master of Science in Business Mathematics,Friedrich Schiller University Jena,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5322/,"Applicants should hold a Bachelor's or equivalent degree with above-average grades.
<strong>Mathematics is the most central part of our Business Mathematics programme. Applicants must have a strong mathematical background; they must have at least 100 credit points in advanced mathematics at a Bachelor's level with above-average grades. A Bachelor's or Master's degree in business administration or economics is typically not sufficient to be accepted.</strong>
Applicants with a first degree in mathematics have to prove sufficient knowledge in business and economics (at least 30 credit points).
Proficiency in at least one advanced programming language is required. You are not required to provide proof.","Knowledge of English of at least level B2 CEFR, which may be evaluated by means of an application interview.
International applicants without the required German proficiency skills can also be admitted if they focus on the two following fields of studies taught in English, namely:
The following fields of study require German language skills at the level DSH-2:","Application periods for international students:<br>
For the winter semester: 1 April to 15 July<br>
For the summer semester: 1 December to 15 January"
35,Master of Science in Economics,Kiel University,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4275/,"Applicants are expected to hold a <strong>Bachelor's degree</strong> or a comparable university degree (minimum grade 2.5) with a regular period of university education of three years or more and 180 ECTS credit points or more.&nbsp;
In the <strong>180 credit points</strong>, the following needs to be contained:
Applicants with a minimum overall grade of 3.0 may also be eligible to the Master's programme in Economics if the weighted average grade (weighted with the credit points) from courses in economics and on quantitative methods is at least 2.5.
With regards to content and comparability an official module manual has to be submitted. In case of unavailability of an official manual, module descriptions approved by the offering institution of higher education are accepted. To avoid unnecessary paper piles, it is also allowed, to provide a link to an official online handbook. The module manual needs to be provided either in German or English.
<strong>Admission requirements can be found here:</strong> <a href=""https://www.wiso.uni-kiel.de/en/study/misc/info-inst-econ/application"" target=""_blank"" rel=""noreferrer noopener"">https://www.wiso.uni-kiel.de/en/study/misc/info-inst-econ/application</a><br><strong>and here:</strong> <a href=""https://www.wiso.uni-kiel.de/en/study/master/economics"" target=""_blank"" rel=""noreferrer noopener"">https://www.wiso.uni-kiel.de/en/study/master/economics</a>
<strong>We also provide an optional entry-level self test </strong>for your own assessment of knowledge that is required in our Master's programmes. Further Information can be found <a href=""https://www.wiso.uni-kiel.de/de/studium/master/unterpunkte/zugangsvoraussetzungen/Self-Entry-Level%20Test.pdf"" target=""_blank"" rel=""noreferrer noopener"">here</a>.
<strong>Recommended Literature</strong>
Please find a list of recommended literature <a href=""https://www.wiso.uni-kiel.de/de/studium/master/unterpunkte/zugangsvoraussetzungen/recommended-literature.pdf"" target=""_blank"" rel=""noreferrer noopener"">here</a>.",Proof of English language skills by,"Application period with a <strong>Bachelor's degree obtained in Germany&nbsp;</strong>via <strong>Kiel University</strong>:
Application period with a <strong>Bachelor's degree obtained in other countries&nbsp;</strong>via <strong>uni-assist</strong>:
Effectively, formalities for foreign applicants normally require at least three additional months, e.g., visa application, application for scholarships from the DAAD or elsewhere, etc."
36,Master of Science in Environmental and Resource Economics,Kiel University,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4506/,"Applicants are expected to hold a <strong>Bachelor's degree</strong> or a comparable university degree (minimum grade 2.5) with a regular period of university education of three years or more and 180 ECTS credit points or more.
In the <strong>180 credit points</strong>, the following needs to be included:
Applicants with a minimum overall grade of 3.0 may also be eligible for the Master's programme in Environmental and Resource Economics if the weighted average grade (weighted with the credit points) from courses in economics and on quantitative methods is at least 2.5.
With regards to content and comparability, an official module manual has to be submitted. In case of unavailability of an official manual, module descriptions approved by the offering institution of higher education are accepted. To avoid unnecessary paper piles, it is also allowed to provide a link to an official online handbook. The module manual needs to be provided either in German or English.
<strong>Admission requirements can be found here:&nbsp;</strong><a href=""https://www.wiso.uni-kiel.de/en/study/misc/info-inst-econ/application"" target=""_blank"" rel=""noreferrer noopener"">https://www.wiso.uni-kiel.de/en/study/misc/info-inst-econ/application</a><br><strong>and here</strong>: <a href=""https://www.wiso.uni-kiel.de/en/study/master/environmental-resource"" target=""_blank"" rel=""noreferrer noopener"">https://www.wiso.uni-kiel.de/en/study/master/environmental-resource</a>
<strong>We also provide an optional self-test </strong>for your own assessment of knowledge that is required in our Master's programmes. Further information can be found <a class=""MIME-application MIME--pdf download-link"" href=""https://www.wiso.uni-kiel.de/de/studium/master/unterpunkte/zugangsvoraussetzungen/Self-Entry-Level%20Test.pdf"" target=""_blank"" rel=""noreferrer noopener"">here</a>.
<strong>Recommended Literature</strong>
Please find a list of recommended literature <a class=""MIME-application MIME--pdf download-link"" href=""https://www.wiso.uni-kiel.de/de/studium/master/unterpunkte/zugangsvoraussetzungen/recommended-literature.pdf"" target=""_blank"" rel=""noreferrer noopener"">here</a>.",Proof of English language skills by,"Application period with a <strong>Bachelor's degree obtained in Germany&nbsp;</strong>via <strong>Kiel University</strong>:
Application period with a <strong>Bachelor's degree obtained in other countries&nbsp;</strong>via <strong>uni-assist</strong>:
Effectively, formalities for foreign applicants normally require at least three more months, e.g. visa application, application for scholarships from the DAAD or elsewhere, etc."
37,Master of Science in Information Systems,University of Münster,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4010/,,Applicants must provide proof of their English skills: level C1 of the Common European Framework of Reference for Languages.,"EU and Non-EU students:<br>
10 May to 15 July for the following winter semester<br>
10 November to 15 January for the following summer semester"
38,Master of Science in International Economics and Management,Paderborn University,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4389/,"Academic admission requirements include a Bachelor's degree (or equivalent) in economics, business administration/management or a related subject. Equivalence will be assessed as part of the application procedure.<br>
Admission is based on the grading of the Bachelor's or equivalent degree. Applicants must either belong to the best 35% of their year or have finished the Bachelor's degree with a GPA from 2.5 up to 3.0 (depending on the course structure of the Bachelor's degree).<br>
A detailed description can be found on the following website:<br><a href=""https://wiwi.uni-paderborn.de/en/studienorganisation/studienangebot/master/msc-iem/application-information"" target=""_blank"" rel=""noreferrer noopener"">https://wiwi.uni-paderborn.de/en/studienorganisation/studienangebot/master/msc-iem/application-information</a>.","Applicants are required to prove proficiency in English. Proficiency must be documented in the form of: (a) a Bachelor's degree obtained in an English-speaking country or in an accredited German study programme taught in English; or (b) a language certificate with minimum level TOEFL 87 points (Internet-based); or (c) equivalent proficiency, e.g. Business English Certificate (BEC): BEC Vantage — level B2, Cambridge First Certificate (Grade A) or IELTS (International English Language Testing System) Band 6.5.
Students are required to prove proficiency in German. This is not a prerequisite for admission into the programme. However, students must prove minimum proficiency at level A2 CEFR before concluding the Master's programme. Required proficiency can be acquired at the University of Paderborn in German courses of 240 hours in duration. The courses can be taken as part of the ""General Elective"" (Studium Generale) elective module.","Non-EU applicants:<br>
15 March for the following winter semester<br>
15 September for the following summer semester
For detailed information, see:<br><a href=""https://www.uni-paderborn.de/en/studies/international-students/application-for-admission-terms/application-for-admission-procedure-and-documents"" target=""_blank"" rel=""noreferrer noopener"">https://www.uni-paderborn.de/en/studies/international-students/application-for-admission-terms/application-for-admission-procedure-and-documents</a>
EU applicants:<br>
Current information can be found on the website of the registrar's office: <a href=""https://wiwi.uni-paderborn.de/en/studienorganisation/studienangebot/master/msc-iem/application-information"" target=""_blank"" rel=""noreferrer noopener"">https://wiwi.uni-paderborn.de/en/studienorganisation/studienangebot/master/msc-iem/application-information</a>"
39,Master of Science in Quantitative Economics,Kiel University,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4274/,"Applicants are expected to hold a <strong>Bachelor's degree</strong> or a comparable university degree (minimum grade 2.5) with a regular duration of university education of three years or more, and with 180 ECTS credit points or more.
In the <strong>180 credit points</strong>, the following needs to be contained:
Applicants with a minimum overall grade of 3.0 may also be eligible to participate in the Master's programme in Quantitative Economics if the weighted average grade (weighted with the credit points) in courses on economics and quantitative methods is at least 2.5.
With regards to content and comparability, an official module manual has to be submitted. In case of unavailability of an official manual, module descriptions approved by the offering institution of higher education are accepted. To avoid unnecessary paper piles, it is also allowed to provide a link to an official online handbook. The module manual needs to be provided either in German or English.
<strong>Admission requirements can be found here:</strong> <a href=""https://www.wiso.uni-kiel.de/en/study/misc/info-inst-econ/application"" target=""_blank"" rel=""noreferrer noopener"">https://www.wiso.uni-kiel.de/en/study/misc/info-inst-econ/application</a><br><strong>and here:</strong>&nbsp;<a href=""https://www.wiso.uni-kiel.de/en/study/master/quantitative-economics"" target=""_blank"" rel=""noreferrer noopener"">https://www.wiso.uni-kiel.de/en/study/master/quantitative-economics</a>
<strong>We also provide an optional entry-level self test </strong>for your own assessment of knowledge that is required in our Master's programmes. Further information can be found <a class=""MIME-application MIME--pdf download-link"" href=""https://www.wiso.uni-kiel.de/de/studium/master/unterpunkte/zugangsvoraussetzungen/Self-Entry-Level%20Test.pdf"" target=""_blank"" rel=""noreferrer noopener"">here</a>.
<strong>Recommended Literature</strong>
Please find a list of recommended literature <a class=""MIME-application MIME--pdf download-link"" href=""https://www.wiso.uni-kiel.de/de/studium/master/unterpunkte/zugangsvoraussetzungen/recommended-literature.pdf"" target=""_blank"" rel=""noreferrer noopener"">here</a>.",Proof of English language skills by,"Application period with a <strong>Bachelor's degree obtained in Germany</strong>&nbsp;via <strong>Kiel University</strong>:
Application period with a <strong>Bachelor's degree obtained in other countries</strong>&nbsp;via <strong>uni-assist</strong>:
Effectively, formalities for foreign applicants normally require at least three more months, e.g. visa application, application for scholarships from the DAAD or elsewhere, etc."
40,Master of Science in Quantitative Finance,Kiel University,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4287/,"Applicants are expected to hold a <strong>Bachelor's degree</strong> or a comparable university degree (minimum grade 2.5) with a regular duration of university education of three years or more, and with 180 ECTS credit points or more.
In the <strong>180 credit points</strong>, the following needs to be included:
Applicants with a minimum overall grade of 3.0 may also be eligible to participate in the Master's programme in Quantitative Finance if the weighted average grade (weighted with the credit points) from courses in economics and on quantitative methods is at least 2.5.
The programme also welcomes applications from students in fields such as mathematics, physics or computer science who have a proven interest in financial topics.
With regards to content and comparability an official module manual has to be submitted. In case of unavailability of an official manual, module descriptions approved by the offering institution of higher education are accepted. To avoid unnecessary paper piles, it is also allowed to provide a link to an official online handbook. The module manual needs to be provided either in German or English language.
<strong>Admission requirements can be found here:</strong> <a href=""https://www.wiso.uni-kiel.de/en/study/misc/info-inst-econ/application"" target=""_blank"" rel=""noreferrer noopener"">https://www.wiso.uni-kiel.de/en/study/misc/info-inst-econ/application</a><br><strong>and here:</strong> <a href=""https://www.wiso.uni-kiel.de/en/study/master/quantitative-finance"" target=""_blank"" rel=""noreferrer noopener"">https://www.wiso.uni-kiel.de/en/study/master/quantitative-finance</a>
<strong>We also provide an optional entry-level self test </strong>for your own assessment of knowledge that is required in our Master's programmes. Further information can be found <a href=""https://www.wiso.uni-kiel.de/de/studium/master/unterpunkte/zugangsvoraussetzungen/Self-Entry-Level%20Test.pdf"" target=""_blank"" rel=""noreferrer noopener"">here</a>.
<strong>Recommended Literature</strong>
Please find a list of recommended literature <a href=""https://www.wiso.uni-kiel.de/de/studium/master/unterpunkte/zugangsvoraussetzungen/recommended-literature.pdf"" target=""_blank"" rel=""noreferrer noopener"">here</a>.",Proof of English language skills by,"Application period with a <strong>Bachelor's degree obtained in Germany&nbsp;</strong>via <strong>Kiel University</strong>:
Application period with a <strong>Bachelor's degree obtained in other countries&nbsp;</strong>via <strong>uni-assist</strong>:
Effectively, formalities for foreign applicants normally require at least three additional months, e.g. visa application, application for scholarships from the DAAD or elsewhere, etc."
41,Master of Sustainable Mining and Remediation Management (MoRe),TU Bergakademie Freiberg,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4446/,"Bachelor's degree (at least seven semesters) in geoengineering, mining, geoscience, or a related field","Applicants must provide proof of sufficient English proficiency: TOEFL 90 (Internet-based), or International English Language Test System (IELTS) at least 6.5 or equivalent. This test can be waived if an applicant can demonstrate that his or her previous educational achievement was taught entirely in English.","15 April for a start in the winter semester (recommended)<br>
15 October for a start in the summer semester (not recommended)
Please note: Starting in the summer semester is possible, but it may lead to an extension of your study time!
Information on how to apply: <a href=""https://tu-freiberg.de/en/studies/sustainable-mining-and-remediation-management-master"" target=""_blank"" rel=""noreferrer noopener"">https://tu-freiberg.de/en/studies/sustainable-mining-and-remediation-management-master</a>"
42,Master's in International Finance and Economics (MSc),Technische Hochschule Nürnberg Georg Simon Ohm,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3596/,"<strong>Please refer to our <a href=""https://www.th-nuernberg.de/en/faculties/bw/study/international-business-bachelors-and-masters-degree-programs/international-finance-and-economics-msc/admission-process/"" target=""_blank"" rel=""noreferrer noopener"">website</a> for details on the admission requirements as well as <a href=""https://www.th-nuernberg.de/en/faculties/bw/study/international-business-bachelors-and-masters-degree-programs/international-finance-and-economics-msc/faqs/"" target=""_blank"" rel=""noreferrer noopener"">frequently asked questions</a>.</strong>","<strong>English </strong>– minimum test results (C1 level):
<strong>German:</strong>
Please refer to our <a href=""https://www.th-nuernberg.de/en/faculties/bw/study/international-business-bachelors-and-masters-degree-programs/international-finance-and-economics-msc/admission-process/"" target=""_blank"" rel=""noreferrer noopener"">website </a>for details.","Please visit our <a href=""https://www.th-nuernberg.de/en/faculties/bw/study/international-business-bachelors-and-masters-degree-programs/international-finance-and-economics-msc/admission-process/"" target=""_blank"" rel=""noreferrer noopener"">admissions website.</a>"
43,Master's in International Management,"Hochschule Wismar - University of Applied Sciences, Technology, Business and Design",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6210/,"There are several routes to enter the programme, depending on previous qualifications and national origin. The requirements common to all routes are:
Candidates who fulfil all these requirements and also have 210 or more ECTS (European Credit Transfer System) points in the Bachelor's degree and whose average mark is 2.0 or better may be automatically admitted on application.&nbsp;
Candidates who are citizens of the European Union but have either an average mark of between 2.1 and 2.5 or do not have 210 ECTS points in the Bachelor's degree must prove special suitability. All candidates with a Bachelor's degree from outside the European Union must prove special suitability.
All candidates who wish to prove special suitability may do this on the basis of a mix of several of the following criteria:
The closer the average mark is to 2.5, the more proofs of special suitability will be required. Candidates with an average mark of 2.3 or better need relatively few points for special suitability. All claims of special suitability must be documented by providing written confirmation from the training firm, university, scholarship provider, socially useful organisation or employer.","Candidates whose mother tongue is not English need to present either an Internet-based TOEFL test score of at least 80 points or an IELTS score of 6.0 or better.
Applicants whose mother tongue is English are exempted.","We supply our students with access to various learning platforms, particularly Teams, Zoom and Big Blue Button as well as our internal platforms. We recommend the students to access these via a laptop computer of their own with an adequate sound system. We do not supply laptop computers. Students in the residences affiliated to the university have Internet access included in the room rental price, and access is free to students on the university campus."
44,Master's in Management &amp; Technology (MSc),Technical University Munich,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4837/,"To qualify for the Master's programme in Management &amp; Technology, applicants must fulfil the following requirements:
In addition, a GMAT Score of at least 640 points is required if you have obtained your first degree (usually a Bachelor’s degree) in China, Egypt, India, Pakistan, or Bangladesh.
If you did not obtain your first degree (usually a Bachelor’s degree) in a country within the European Union (as well as Norway, Iceland, Switzerland and Lichtenstein), you have to apply via&nbsp;<a href=""https://www.tum.de/nc/en/studies/application/uni-assist/"" target=""_blank"" rel=""noreferrer noopener"">uni-assist</a>&nbsp;in addition to TUMonline. Please also apply via TUMonline starting 1 April for the following winter semester or 1 November for the following summer semester.
Check our <a href=""https://www.mgt.tum.de/programs/master-in-management-technology/how-to-apply"" target=""_blank"" rel=""noreferrer noopener"">website </a>for detailed application requirements.","Applicants must also be able to prove that they are proficient in the English language at the time of application. In addition to&nbsp;<a href=""https://www.tum.de/nc/en/studies/application/university-admission/languagecertificates/"" target=""_blank"" rel=""noreferrer noopener"">accepted English language proficiency certificates across TUM</a>&nbsp;study programmes, applicants can prove their English language knowledge with a previous university degree that was taught and assessed in English entirely or at least 12 ECTS thereof, including your final thesis.
Please note that it is not necessary to prove any knowledge in the German language at the time of application. However, as a foreign student, you are required to provide proof of basic German language proficiency (comparable to A1 level) by the end of the second semester.","The application period for the winter semester runs from 1 April until 31 May (national and international applicants).
The application period for the summer semester runs from 1 November until 30 November (national and international applicants)."
45,Mathematical Finance and Actuarial Science,Technical University Munich,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3873/,"Applicants must hold a Bachelor's degree in mathematics or an equivalent qualification in a similar field of study.<br>
Applicants are qualified if they can show proof of academic achievements that are equivalent to the qualification obtained in the Bachelor's degree programme in mathematics offered by TUM and that meet the requirements of the respective Master's degree programme.","If you have not completed your education officially in English or German, you must provide proof of sufficient language skills in English or German. Please refer to the main university website to find out which English or German language certificates are acceptable: <a href=""https://www.tum.de/en/studies/application-and-acceptance/university-admission/language-certificates/"" target=""_blank"" rel=""noreferrer noopener"">https://www.tum.de/en/studies/application-and-acceptance/university-admission/language-certificates/</a>","1 January until 31 May&nbsp;for the winter semester<br>
1 October until 30 November for the summer semester"
46,North American Studies (NAS),University of Bonn,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7745/,"Every year, we admit up to 30 new students to our MA programme who come to Bonn from a variety of countries and with a diverse range of qualifications, training, and cultural backgrounds. Successful candidates have completed an accredited BA programme in a field that will provide a solid basis for the MA North American Studies. Your degree may be in literary, cultural, or media studies, linguistics, political science, economics, history, or postcolonial studies. Preferably, your educational background will include a special attention to North America and its cultures or a BA thesis with a focus on North America.
Your application should include the following:
See <a href=""https://www.nas.uni-bonn.de/degree%20programs/m.a.-north-american-studies-1"" target=""_blank"" rel=""noreferrer noopener"">this page</a> for more information about application and admission requirements.",,"We admit students in autumn as well as in the spring. You can apply during two application phases in <strong>May and July</strong> (to enter the programme in October) and in <strong>December and January</strong> (to enter the programme in April). A link on our website directs you to the online application portal:
<a href=""https://www.nas.uni-bonn.de/degree%20programs/m.a.-north-american-studies-1/how-to-apply"" target=""_blank"" rel=""noreferrer noopener"">https://www.nas.uni-bonn.de/degree%20programs/m.a.-north-american-studies-1/how-to-apply</a>"
47,"Sustainable Development Management, MA",Rhine-Waal University of Applied Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4687/,"<strong>Specific requirements for the Sustainable Development Management MA programme:</strong>
More information on general admission requirements can be found here: <a href=""https://www.hochschule-rhein-waal.de/en/academics/prospective-students/current-application-period/admission-requirements"" target=""_blank"" rel=""noreferrer noopener"">https://www.hochschule-rhein-waal.de/en/academics/prospective-students/current-application-period/admission-requirements</a>","Please note that for this degree programme, English language skills at level B2 according to the Common European Framework of Reference are required. Please be aware that all applicants' test report form numbers will be checked. The following certificates are accepted:
The TOEFL code of our university: 6962","All applicants: 15 July for the following winter semester<br>
All applicants: 15 January for the following summer semester"
48,Sustainable Water Management and Engineering,Hof University of Applied Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7220/,"For admission in this Master's programme, you need to fulfil the following admission criteria:
Applicants with less than 210 credits have to gain the missing credits. For this, there are three options:","Applicants must be <strong>proficient in English</strong>. This can be proven with one of the following options:
In addition: <strong>Basic language skills in</strong> <strong>German</strong>, proven by official test score documents – <strong>minimum A1 level</strong> according to CEFR (Common European Framework of Reference for Languages)",Application period for
